timestamp,metric,value,anomaly
2024-10-03,heart_rate_avg,38.92522154445126,-1
2024-10-17,heart_rate_avg,42.975963225502056,-1
2024-10-21,heart_rate_avg,39.71353423912321,-1
2024-10-28,heart_rate_avg,37.13194112846131,-1
2024-11-03,heart_rate_avg,34.273128841130614,-1
2024-11-08,heart_rate_avg,41.54479847967394,-1
2024-11-12,heart_rate_avg,43.03808004233014,-1
2024-11-23,heart_rate_avg,32.24708583927168,-1
2024-11-25,heart_rate_avg,40.033681717020286,-1
2025-01-24,heart_rate_avg,39.709535157975154,-1
2025-02-18,heart_rate_avg,39.84883553061073,-1
2025-03-30,heart_rate_avg,37.322445396472354,-1
2025-04-07,heart_rate_avg,41.16762587865964,-1
2025-04-24,heart_rate_avg,41.14984036087422,-1
2025-05-18,heart_rate_avg,24.12630049038157,-1
2025-06-01,heart_rate_avg,41.76701983383593,-1
2025-06-10,heart_rate_avg,41.65309048114376,-1
2025-07-25,heart_rate_avg,42.15621187073912,-1
2025-07-28,heart_rate_avg,37.99947001477952,-1
2025-09-03,heart_rate_avg,42.21433618725185,-1
2024-09-16,heart_rate_avg,94.6380965195942,-1
2024-10-03,heart_rate_avg,41.30364366269051,-1
2024-11-21,heart_rate_avg,91.8020887899543,-1
2025-03-29,heart_rate_avg,91.7382581011856,-1
2025-03-31,heart_rate_avg,88.82066344432381,-1
2025-07-18,heart_rate_avg,89.81477834195726,-1
2025-07-26,heart_rate_avg,91.1729165492441,-1
2025-08-03,heart_rate_avg,88.57878148550502,-1
2024-09-20,heart_rate_avg,38.33213126325448,-1
2024-10-15,heart_rate_avg,90.94955692261206,-1
2024-12-02,heart_rate_avg,90.33615277093526,-1
2024-12-18,heart_rate_avg,97.85297120474684,-1
2025-04-07,heart_rate_avg,91.90099326543256,-1
2025-04-09,heart_rate_avg,40.55893566441317,-1
2025-05-31,heart_rate_avg,96.58545786496228,-1
2025-08-07,heart_rate_avg,42.65657931622455,-1
2025-08-27,heart_rate_avg,37.069862058737925,-1
2024-09-12,heart_rate_avg,88.3290579954011,-1
2024-10-01,heart_rate_avg,87.6411570454699,-1
2024-10-16,heart_rate_avg,88.71761751306866,-1
2024-10-19,heart_rate_avg,87.86526396822481,-1
2024-10-21,heart_rate_avg,88.058140859233,-1
2024-10-24,heart_rate_avg,101.48838199897784,-1
2024-11-10,heart_rate_avg,91.13266385508832,-1
2024-11-17,heart_rate_avg,95.90080707189512,-1
2024-12-06,heart_rate_avg,89.67230715661702,-1
2025-01-03,heart_rate_avg,90.78017251672956,-1
2025-01-18,heart_rate_avg,88.69788208158434,-1
2025-02-02,heart_rate_avg,88.07791832052229,-1
2025-02-26,heart_rate_avg,42.87923933021304,-1
2025-02-28,heart_rate_avg,89.11282641463566,-1
2025-03-27,heart_rate_avg,41.08667573464534,-1
2025-04-06,heart_rate_avg,96.19808192819352,-1
2025-04-09,heart_rate_avg,87.83312531952873,-1
2025-04-10,heart_rate_avg,40.50575249204307,-1
2025-04-27,heart_rate_avg,88.77155079737648,-1
2025-06-18,heart_rate_avg,93.85662860345477,-1
2025-07-14,heart_rate_avg,93.2840465877018,-1
2025-07-18,heart_rate_avg,90.52725251148247,-1
2025-08-17,heart_rate_avg,95.20566123014528,-1
2025-08-23,heart_rate_avg,88.31581145645313,-1
2024-09-19,heart_rate_avg,34.323943807488455,-1
2024-09-25,heart_rate_avg,43.04080474112791,-1
2024-10-05,heart_rate_avg,38.87453074544308,-1
2024-10-06,heart_rate_avg,40.00193485417763,-1
2024-10-08,heart_rate_avg,42.96256615263534,-1
2024-10-13,heart_rate_avg,36.014623870184074,-1
2024-10-17,heart_rate_avg,39.454521720260686,-1
2024-10-21,heart_rate_avg,42.09436485639085,-1
2024-11-11,heart_rate_avg,32.69208480601229,-1
2024-11-18,heart_rate_avg,37.25539551318357,-1
2024-12-06,heart_rate_avg,35.70771833844445,-1
2024-12-30,heart_rate_avg,38.18333904931981,-1
2025-01-07,heart_rate_avg,42.902068643097095,-1
2025-01-20,heart_rate_avg,40.58607806696928,-1
2025-01-31,heart_rate_avg,39.8496493226259,-1
2025-02-02,heart_rate_avg,41.38326079176292,-1
2025-03-13,heart_rate_avg,35.6139393634692,-1
2025-03-21,heart_rate_avg,31.28050454005168,-1
2025-03-27,heart_rate_avg,31.505170430415667,-1
2025-04-06,heart_rate_avg,41.79110024719704,-1
2025-04-13,heart_rate_avg,33.98127130423976,-1
2025-04-30,heart_rate_avg,43.025718079794125,-1
2025-05-03,heart_rate_avg,38.72196366821532,-1
2025-05-14,heart_rate_avg,40.97313233081558,-1
2025-05-19,heart_rate_avg,36.91461634043765,-1
2025-05-21,heart_rate_avg,36.92597401650052,-1
2025-05-22,heart_rate_avg,40.26876306222319,-1
2025-05-30,heart_rate_avg,35.92079079038395,-1
2025-06-07,heart_rate_avg,41.90938533639831,-1
2025-06-08,heart_rate_avg,40.89717283091818,-1
2025-06-29,heart_rate_avg,28.9051237611138,-1
2025-07-07,heart_rate_avg,42.59674918256946,-1
2025-07-10,heart_rate_avg,38.15309689368807,-1
2025-07-14,heart_rate_avg,37.38033872299253,-1
2025-07-29,heart_rate_avg,40.10530256972845,-1
2025-08-11,heart_rate_avg,41.13306965007324,-1
2025-08-13,heart_rate_avg,39.95945560505248,-1
2025-08-15,heart_rate_avg,38.620665155404346,-1
2025-08-25,heart_rate_avg,38.48687378196261,-1
2025-08-28,heart_rate_avg,42.03083129509922,-1
2025-08-29,heart_rate_avg,31.573053344827567,-1
2024-11-07,heart_rate_avg,87.95797745462264,-1
2024-11-19,heart_rate_avg,91.4635779506412,-1
2024-11-22,heart_rate_avg,88.70741744648137,-1
2024-11-27,heart_rate_avg,106.93758479640688,-1
2024-12-20,heart_rate_avg,88.60739886038964,-1
2024-12-23,heart_rate_avg,93.33632639786396,-1
2025-01-05,heart_rate_avg,105.09121219680642,-1
2025-02-06,heart_rate_avg,92.69863493890682,-1
2025-02-21,heart_rate_avg,91.51414128623615,-1
2025-03-21,heart_rate_avg,88.43032734349084,-1
2025-04-03,heart_rate_avg,88.77624367681003,-1
2025-05-03,heart_rate_avg,88.16802247813065,-1
2025-05-13,heart_rate_avg,93.09293614758164,-1
2025-05-14,heart_rate_avg,87.99735343597516,-1
2025-05-21,heart_rate_avg,41.01122298304471,-1
2025-05-30,heart_rate_avg,89.41749377250999,-1
2025-06-06,heart_rate_avg,91.69774066401204,-1
2025-06-15,heart_rate_avg,93.08184810122304,-1
2025-07-11,heart_rate_avg,88.32949018094594,-1
2025-08-21,heart_rate_avg,92.99699394954028,-1
2024-09-16,heart_rate_avg,87.86071936371744,-1
2024-09-27,heart_rate_avg,97.84344945648807,-1
2024-10-08,heart_rate_avg,91.15805848075094,-1
2024-11-26,heart_rate_avg,87.40251446614465,-1
2024-12-10,heart_rate_avg,93.2014778396719,-1
2025-01-23,heart_rate_avg,92.07899821457706,-1
2025-02-11,heart_rate_avg,91.26900800156352,-1
2025-02-20,heart_rate_avg,90.47939910941788,-1
2025-03-12,heart_rate_avg,93.27680734824852,-1
2025-03-15,heart_rate_avg,91.40415671802688,-1
2025-04-02,heart_rate_avg,88.40283964270054,-1
2025-05-28,heart_rate_avg,89.34630228496576,-1
2025-07-03,heart_rate_avg,42.82669290572212,-1
2025-07-08,heart_rate_avg,95.35992142310786,-1
2025-08-02,heart_rate_avg,88.78895881802931,-1
2025-08-12,heart_rate_avg,87.84971453233743,-1
2025-08-31,heart_rate_avg,89.02818111984902,-1
2024-09-20,heart_rate_avg,87.72029763017194,-1
2024-09-26,heart_rate_avg,88.2382434617196,-1
2024-10-31,heart_rate_avg,92.09014117953174,-1
2024-11-05,heart_rate_avg,101.06018135796954,-1
2024-11-08,heart_rate_avg,91.16230541484622,-1
2024-11-12,heart_rate_avg,90.60765766003638,-1
2024-11-19,heart_rate_avg,90.06469351131359,-1
2024-12-05,heart_rate_avg,95.82348669463792,-1
2024-12-06,heart_rate_avg,91.1791742287831,-1
2024-12-07,heart_rate_avg,91.9894946556457,-1
2024-12-10,heart_rate_avg,88.85564861939794,-1
2025-01-01,heart_rate_avg,87.68306937806648,-1
2025-02-02,heart_rate_avg,90.51332324096389,-1
2025-02-16,heart_rate_avg,89.39212120227862,-1
2025-04-02,heart_rate_avg,90.3226065903837,-1
2025-05-08,heart_rate_avg,90.58069733840524,-1
2025-05-17,heart_rate_avg,87.9397476333688,-1
2025-06-23,heart_rate_avg,93.64098432819696,-1
2025-06-24,heart_rate_avg,88.2560962044106,-1
2025-07-24,heart_rate_avg,90.90978794861977,-1
2025-07-28,heart_rate_avg,42.49278470443046,-1
2025-07-31,heart_rate_avg,89.9886436868808,-1
2025-08-07,heart_rate_avg,88.39305104169915,-1
2025-08-24,heart_rate_avg,40.51966083974979,-1
2025-08-28,heart_rate_avg,94.37599402660356,-1
2025-09-05,heart_rate_avg,94.42804924051084,-1
2024-09-07,heart_rate_avg,91.15268145812422,-1
2024-10-01,heart_rate_avg,99.22787327509911,-1
2024-10-08,heart_rate_avg,93.98416007474464,-1
2024-10-13,heart_rate_avg,89.27720106051157,-1
2024-10-19,heart_rate_avg,91.46134151339734,-1
2024-10-23,heart_rate_avg,91.0098998831643,-1
2024-11-04,heart_rate_avg,92.064808712929,-1
2024-11-09,heart_rate_avg,89.43498387419311,-1
2024-11-22,heart_rate_avg,94.17928903743496,-1
2025-01-05,heart_rate_avg,87.72590083171197,-1
2025-01-13,heart_rate_avg,40.78988220942508,-1
2025-01-20,heart_rate_avg,88.4569732366389,-1
2025-01-21,heart_rate_avg,41.13842643910456,-1
2025-01-28,heart_rate_avg,91.55770580701522,-1
